Scene,Character,Line
1763,woman,Amy!
1763,joey,"""…Amy! Happy birthday to you!"""
1763,a male customer,"Hey, that’s weird, today’s my birthday too!"
1763,joey,"Yeah, not it here it isn’t."
1763,jill,"Sorry I’m late, what’s up?"
1763,rachel,"Oh hi! Y’know, I just wanted to see if there were any leads on the old job front."
1763,jill,Oh no! But I just walked past three sales and I didn’t go in. How strong am I?
1763,rachel,"That is great. Hey, y’know who doesn’t have to job hunt? Ross. He works at the university."
1763,jill,Yeah.
1763,rachel,"Oh so you know that, you guys talked about that, so you get along, so you think you’re gonna go out?"
1763,jill,Me go out with Ross?! No! God no! What would make you think that?
1763,rachel,"I just, Phoebe, said y’know thought she saw something between you guys."
1763,jill,No! I mean he’s nice.
1763,rachel,Yeah.
1763,jill,"He’s the kind of guy you’re friends with, y’know? But he’s not the kind of guy you date. He’s the kind of guy you’d date because you did. Me, not so much."
1763,rachel,"Oh not-not so much. Umm, what-what do you, what do you mean is there something wrong with Ross?"
1763,jill,"Oh no-no-no, he’s just I don’t know, he’s just a little bookish."
1763,rachel,Are-are you saying he’s a geek?
1763,jill,You think so too?
1763,rachel,"No! No I, no Ross is not a geek!"
1763,jill,"Fine, then let’s just say he’s not my type."
1763,rachel,What handsome is not your type? Smart? Kind? Good kisser? What those things aren’t on your list? Ross is a great guy! You would be lucky to be with him!
1763,jill,"Well okay, if it means that much to you, then I’ll ask him out."
1763,rachel,"Oh no-no-no, no-no-no, that’s not what I meant."
1763,jill,"No! Y’know what Rachel? You’re right, y’know he has been really nice to me."
1763,rachel,"Yeah but, he’s not your type."
1763,jill,"Yeah but maybe that’s a good thing. Y’know I’m doing all these different sorts of things, and maybe I should try dating a geek too!"
1763,rachel,"Yeah but, you don’t, you don’t, you don’t want to try to much too fast. Y’know? I mean, you do remember what happened to the little girl that tried to much too fast don’t you?"
1763,jill,What?
1763,rachel,She-she died Jill.
1764,monica,Chandler!
1764,chandler,"Oh what is it honey, you need some tea? Some soup? Oh-ohhhh!"
1764,monica,"Calling Dr. Big, Dr. Big to the bed."
1764,chandler,"Oh Jeez honey, I thought, I thought you were asleep."
1764,monica,How could I be asleep knowing that you were in the next room.
1764,chandler,I was asleep. Oh no! No-no honey! Y’know what’s sexy? Layers. Layers are sexy. And blankets are sexy. And oh! Hot water bottles are sexy.
1764,monica,"Come on, get into bed! I want to prove to you that I’m not sick! I wanna make you feel, as good as I feel."
1764,chandler,Would you please get some rest!
1764,monica,I’m fine.
1765,joey,"""Happy birthday to you!"""
1765,gunther,You’re paying for that.
1765,joey,What? No-no it’s her birthday!
1765,gunther,You’ve sung Happy Birthday to 20 different women today!
1765,joey,But it really…
1765,gunther,You are no longer authorized to distribute birthday muffins.
1765,joey,Damnit!
1765,ross,Rach? Hi!
1765,rachel,Hi!
1765,ross,Did you tell your sister to ask me out?
1765,rachel,Well yeah…
1765,ross,"Oh wow! I mean, wow! I mean, I-I-I think she’s cute but I-I would never have thought of going out with her, never!"
1765,rachel,Really?!
1765,ross,"Yeah but after you said it was okay, I figured, ""Why not?!"""
1765,rachel,Oh so-so not really never.
1765,ross,"I have to say you are a much bigger person than I am. I mean after all we’ve been through, I just—y’know I wish I had a brother to reciprocate. Hey, if you ever want to go out with Monica, you have my blessing."
1765,joey,"Oh-ho, and mine!"
1766,monica,"Chandler, I think I’m sick."
1766,chandler,Really? Struck down in the pribe of libe!
1766,monica,"Okay, fine I admit it! I feel terrible! Would you please rub this on my chest?"
1766,chandler,"No-no-no-no-no-no-no, you are not getting me this way."
1766,monica,Come on! I really need your help!
1766,chandler,No-no-no-no-no!
1766,monica,"Fine, I’ll rub it on myself."
1766,chandler,Okay.
1766,chandler,"So you’re just, kinda rubbing it on yourself?"
1766,monica,Yeah?
1766,chandler,It’s nice.
1766,monica,Are you kidding me?! Is this; is this turning you on?
1766,chandler,Yes!
1766,monica,I can’t believe it! What is it? Is it the rubbing or the smell?
1766,chandler,"It’s all very, very good. So you wanna go uh, mix it up?"
1766,monica,"Not now, I’m sick!"
1766,chandler,Oh come on you big faker!
1766,monica,What happened to your rule about never sleeping with sick people?
1766,chandler,Well that was before all the vaporizing action.
1766,monica,"Okay, if you really wanna have sex…"
1766,chandler,Okay!
1766,monica,Worked like a charm.
1767,jill,Hi!
1767,rachel,Hi! Wh-what are you doing here?
1767,jill,"This is where Ross and I are meeting for our date. So, what do you think?"
1767,rachel,"Well, I-I don’t like it."
1767,jill,Really?!
1767,rachel,It’s kinda slutty.
1767,jill,It’s yours!
1767,rachel,"Yeah well, I’m-I’m a slut."
1767,jill,Me too.
1767,ross,Hi Jill!
1767,jill,Hey!
1767,ross,Hi .
1767,rachel,Rachel.
1767,ross,"Rachel! Well, you-you’re not at home, you’re-you’re-you’re right here."
1767,rachel,"Yeah I know, and I bet you thought it would be weird. But it’s not!"
1767,ross,"Okay. So well I’ll umm, I’ll have her home by midnight."
1768,rachel,Why aren’t you home yet?!
1768,monica,Is someone there?
1768,rachel,"Oh yes, it’s me! Sorry!"
1768,chandler,What are you doing here?
1768,rachel,"Uh, I’m just, I’m just looking out your window. At-at the view. What are you guys doing?"
1768,chandler,We got some Vap-O-Rub in some places.
1768,rachel,"Oh, he brought her back to his apartment."
1768,monica,Is that your sister?
1768,rachel,"Ugh, she is a slut!"
1768,monica,"God, Ross is on a date with your sister! How weird is that?!"
1768,rachel,"Oh my God, look-look he’s taking off her clothes!"
1768,chandler,He’s taking off her coat!
1768,rachel,"Oh, this is just terrible."
1768,monica,"Oh no it’s not, no it’s not. It’s a first date. I’m sure that nothing is gonna…"
1768,rachel,Oh.
1768,chandler,"Ho-oh, he’s gonna get some!"
1769,joey,"Oh, uh, hey Rach. I uh, I was just coming over here to uh… Oh wait, I don’t have to lie to you, you don’t live here anymore. Uh, I’m eating their food. What are you doing?"
1769,rachel,Ross is on a date with my sister and they shut the drapes two and a-half-hours ago.
1769,joey,"Whoa, I didn’t know we could date your sister!"
1769,monica,Joey we know you steal our food.
1769,chandler,I’m good.
1769,monica,"Oh, are the drapes still closed hon?"
1769,rachel,Yeah. And y’know who should’ve shut their drapes? Is that perverted old couple two doors over.
1769,chandler,Is that a swing?
1769,rachel,Oh don’t even ask!
1769,chandler,Yuck!
1769,joey,I can’t believe Ross went out with Rachel’s sister! When Chandler made out with my sister I was mad at him for 10 years.
1769,chandler,That was like 5 years ago.
1769,joey,Yeah you got 5 years left!
1769,chandler,Joey…
1769,joey,You wanna make it 6?!
1770,rachel,"Oh Ross, hi! Hey, how are ya? There you are!"
1770,ross,Hey!
1770,rachel,So how was your big date last night?
1770,ross,"Uhh, it was okay. Yeah, it was fun."
1770,rachel,"Yeah fun? Great! So uh, so did you guys hit it off?"
1770,ross,I guess so.
1770,rachel,"So uh, so did anything happen? Because rumor has it you guys shut the drapes!"
1770,ross,"No. No. Nothing happened. I shut the drapes to uh, show her slides of my favorite fossils."
1770,rachel,"Oh, slides. So really nothing happened."
1770,ross,Something could’ve happened. All right? She-she really dug my slides. And-and she was definitely giving me the vibe.
1770,rachel,"Right. Was it the, ""Please don’t show me another picture of a trilobite vibe?"""
1770,ross,"Anyway, if she, if she wasn’t in to me, why-why would she ask me out again?"
1770,rachel,She asked-asked you out again?
1770,ross,"Yeah-uh-huh. Tomorrow night, Valentine’s Day, the most romantic day of the year. Who knows what could happen? I might not be shutting my drapes to show her my slides, if you know what I mean."
1770,rachel,"Okay-okay-okay-okay-okay-okay-okay! I got it! I got it! I got it! I can’t! I can’t! I can’t! I cannot go with you and my sister thing. Okay? I just can’t. It’s just too weird, all right? I imagine the two of you together and I freak out. It freaks me out. I can’t do it! I can’t do it."
1770,ross,"It’s okay. Hey, it’s too weird for you, I won’t see her again."
1770,rachel,Thank you. I…yeah.
1770,ross,I mean after tomorrow night.
1770,rachel,"No-no-no! No-no-no! Please Ross, I can’t! I can’t do it! It’s just gonna freak me out!!!"
1770,ross,Okay! Okay! Ooh-hey-hey-hey! Okay! Okay! Okay! I’ll-I’ll tell her tonight I can’t see her anymore.
1770,rachel,Ross thanks.
1770,ross,You want me to call her right now?
1770,rachel,"Oh no! No! No-no-no-no! No, I mean come on that’s-that’s crazy—I mean that’s crazy. So what’s-what’s going on with you? What is going on with you?"
1770,ross,"Well umm, oh! I might be teaching another class this semester!"
1770,rachel,"Yeah do it now, call right now."
1771,monica,This is my favorite part.
1771,phoebe,Yeah me too.
1771,phoebe,Oh y’know what’s sadder than this? Bambi. I cried for three days with that movie. No wait two! Because on the third day my mother killed herself so I was partly crying for that.
1771,chandler,"Well see now that I can see crying over, but Bambi is a cartoon!"
1771,joey,You didn’t cry when Bambi’s mother died?
1771,chandler,Yes it was very sad when the guy stopped drawing the deer!
1771,monica,Chandler there’s nothing wrong with crying! I mean you don’t have to be so macho all the time.
1771,chandler,I’m not macho.
1771,monica,Yeah you’re right. I don’t know what I was thinking.
1771,chandler,"No, I guess I just never really cried. Y’know? I’m not a crying kind of guy."
1771,joey,"Come on man there’s gotta be something that gets you choked up! Like uh, uh oh, what if you saw a three-legged puppy?"
1771,chandler,"I’d be sad sure, but I wouldn’t cry."
1771,joey,"Okay, what if the puppy said, ""Help me Chandler. All the other puppies pick on me."""
1771,chandler,"Cry?! I just found a talking puppy, I’m rich!"
1771,monica,"Oh, I’ve got it! I have got it! Pictures from your childhood. This will get you going good!"
1771,phoebe,"All right, what’s going on there?"
1771,chandler,"Oh, that’s Parent’s Day, first grade. That’s me with the janitor Martin."
1771,monica,Where were your parents?
1771,chandler,Oh they didn’t want to come!
1771,phoebe,Oh Chandler!
1771,monica,Poor thing!
1771,phoebe,So that story doesn’t make you cry?
1771,chandler,"No! Look, I don’t cry! It’s not a big deal! Okay?!"
1771,joey,No! It’s not okay! It’s not okay at all!! You’re dead inside!!
1772,the fan,Excuse me.
1772,phoebe,Yeah?
1772,the fan,Are you Phoebe Buffay?
1772,phoebe,Yeah.
1772,the fan,"Can-can I get your autograph, I’m your biggest fan."
1772,phoebe,Oh you’re my biggest fan? I’ve always wanted to meet you! Hi!
1772,the fan,"Wow! Wow, thanks a lot! I just wanna say, I think you’re really talented."
1772,phoebe,You’re just saying that because you’re my biggest fan.
1772,joey,"So, you saw me on Days Of Our Lives huh? Want me to, want me to do a little Dr. Drake Remoray for ya?"
1772,the fan,"I have no idea what you’re talking about. But I, but I just got Phoebe Buffay’s autograph!"
1772,joey,"Oh, you’re Phoebe’s fan!"
1772,the fan,Oh yeah! I’ve seen all her movies.
1772,joey,Movies?
1772,the fan,"That was Phoebe Buffay, the porn star."
1772,joey,I don’t think so.
1772,the fan,"No-no, it was! She was in Sex Toy Story 2, Lawrence of Alabia, and I got her autograph! The guys at the comic book store aren’t gonna believe this!"
1772,joey,"Hey Gunther, don’t let that guy in here anymore! He just said Phoebe’s a porn star!"
1772,gunther,"Well, I wouldn’t call her a star, but she’s really good. You should check out Inspecther Gadget."
1773,jill,Hey!
1773,rachel,Hey!
1773,jill,"You’ll never believe what just happened, Ross just totally blew me off and he didn’t even tell me why!"
1773,rachel,Ohhh well. Y’know what honey? The best thing to do to get over a guy is to start dating someone else. Oh! There is this great guy you will love at work named Bob! He’s a real up-and-comer in Human Resources.
1773,jill,"Y’know, thanks for trying to cheer me up, but I’m not gonna date some random guy from your work."
1773,rachel,"It’s not random, it’s Bob."
1773,jill,It’s probably because not mature enough. Or smart enough. Maybe he doesn’t like the way I dress—No that can’t be it. It’s really gotta be the smart thing. Oh I’m so stupid! I’m just like this incredibly pretty stupid girl!
1773,rachel,"No honey, okay, okay, you wanna know why Ross canceled the date? Because I asked him to."
1773,jill,You asked him too?!
1773,rachel,Hm-mmm.
1773,jill,Why?!
1773,rachel,Because you are my sister and Ross and I have this huge history…
1773,jill,"I don’t understand, do you want to go out with Ross?"
1773,rachel,No.
1773,jill,"You don’t want him, but you don’t want me to have him?"
1773,rachel,Y’know Bob in Human Resources…
1773,jill,Ugh! I cannot believe you did this too me! You had me doubting how smart I was! You had me doubting my fashion sense!
1773,rachel,"Look, this is not that big of a deal! You just don’t date Ross! There’s a million other guys out there, you just…"
1773,jill,Hey! You have no right to tell me what to do.
1773,rachel,I’m not telling you what to do! I am telling you what not to do!
1773,jill,Why are you so jealous of me?
1773,rachel,Jill this is not about me being jealous of you! This is about you being a brat! Wanting what you can’t have!
1773,jill,"Can’t have?! Excuse me, the only thing I can’t have is dairy!"
1773,rachel,"All right, all right, well you just blew your chances at dating Bob!"
1773,jill,Who?!
1773,rachel,In Human Resources!!!!!!
1774,rachel,…I am jealous of her?! I mean who does she think she is?! Princess Caroline?!
1774,monica,You’re jealous of Princess Caroline?
1774,rachel,Do I have my own castle?
1774,ross,"Hey! Uh, Phoebe’s not here is she?"
1774,rachel,No.
1774,monica,Oh great! Did you get a movie?
1774,joey,"Uhhh, yeah. Yeah. But uh, I don’t think it’s the kind you’re gonna like."
1774,chandler,You didn’t get more movies that are gonna have us reaching for the tissues all night did you?
1774,joey,Sort of…
1774,monica,"Guys, what’s going on?"
1774,joey,Phoebe’s a porn star!
1774,all,What?!!
1774,chandler,Phoebe Buffay in Buffay The Vampire Layer.
1774,rachel,Oh my God!
1774,monica,That’s Phoebe! Where did you get that?
1774,joey,Well down at the adult video place down on Bleaker.
1774,ross,"And-and I, and I saw that Joey was about to go in, so I ran in ahead of him to-to surprise him and, and then I pretended I didn’t know he was in there."
1774,rachel,"Wow! I mean, I just—I can’t, I can’t believe this. Y’know, I mean you think you know someone even, even Phoebe who’s always been somewhat of a question mark."
1774,monica,"This is so bizarre. I guess it kinda makes sense though, y’know she had such a terrible childhood."
1774,chandler,"Hey, I had a terrible childhood and I don’t do porn."
1774,monica,"Yes, but you are dead inside."
1774,joey,"All right well, I’d better take that back."
1774,monica,"Wh-what, why?"
1774,joey,We can’t watch that! I mean that’s Phoebe!
1774,monica,"Yeah you’re right, we can’t—we shouldn’t watch this."
1774,rachel,Absolutely not.
1774,monica,Y’know maybe a little bit!
1774,rachel,Probably just the first half.
1774,joey,"No! Hey no! This is wrong you guys! Phoebe’s our friend! Well, I’m not gonna watch it!"
1774,ross,Yeah! Good for you Joe!
1774,joey,Yeah.
1774,"buffay, the vampire layer","Ah, I thought I’d find you here, Nasforatool."
1774,the vampire,"Buffay, are you going to plunge your stake into my dark places?"
1774,"buffay, the vampire layer","Actually, I was kinda hoping it would be the other way around."
1774,monica,Hold on a second! What is that on her ankle?
1774,chandler,Her ankle is what you’re watching?
1774,rachel,"Well it’s hard to tell… Oh God, if she would just stop moving."
1774,chandler,She’s just doing her job!
1774,joey,You sick bastards!
1774,rachel,"Oh, it’s a tattoo! That’s weird, Phoebe doesn’t… Wait that’s Ursula! That’s not Phoebe that is Ursula!"
1774,joey,Re! Re! Then I can watch that! Rewind it! Rewind it!
1774,phoebe,Oh my God! What am I doing?!!
1775,monica,Hey sweetie!
1775,chandler,Hey!
1775,monica,Chicken Soup for the Soul?
1775,chandler,There’s no back to this couch!
1775,monica,Why are you reading this? You hate this kind of stuff.
1775,chandler,"Yeah I know, but I figured a shot y’know? Maybe one of those stories would make me cry and then you wouldn’t think I was y’know, all dead inside."
1775,monica,"Oh that’s so sweet! Look Chandler I don’t care if you can’t cry, I love you."
1775,chandler,Oh that makes me feel so warm in my hollow tin chest.
1775,monica,Stop it!
1775,chandler,"No, I mean, come on, seriously think about it, we get married, we’re up at the altar and I’m like this."
1775,monica,"I won’t care, because I know you will be feeling it all in here."
1775,chandler,Yeah?
1775,monica,"Yeah! And if, and if we have a baby one-day, and the doctor hands it to you in the delivery room and you don’t cry, so what! And-and-and, and if we take him to college and come home and see his empty room for the first time, and you got nothing, it won’t matter to me."
1775,chandler,"Okay, well I won’t uh, worry about this anymore then."
1775,monica,"And-and-and if I die, from a long illness. And you’re writing out my eulogy and you open a desk drawer and you find a note from me that says, ""I will always be with you,"" and you still can’t shed one tiny tear, I know you’ll be crying a river inside."
1775,chandler,"Aww, I love you so…"
1775,monica,What is wrong with you?!!!
1775,chandler,What?!
1775,monica,"What?! You can’t shed a tear for your dead wife!! Now, I left you a note from the beyond!"
1775,chandler,So you didn’t mean any of that?!
1775,monica,No you robot!!
1776,ross,"You damn kids! You ring my bell one more time, I swear to… Uhh what’s-what’s-what’s the matter?"
1776,jill,"Rachel and I had a really big fight, can I come in? I-I mean I know we’re not supposed to see each other anymore and I’m okay with that, it’s just that I don’t know anybody in the city and I really need somebody to talk to about it."
1776,ross,"Of course, what happened?"
1776,jill,I don’t want to talk about it.
1776,ross,"Okay, umm…"
1776,jill,But you know what might really cheer me up?
1776,ross,What?
1776,jill,Seeing some more of your super-cool slides.
1776,ross,Wow! Really?!
1776,jill,"Totally, I love them! And, maybe you could finish telling me about all the different kinds of sand."
1776,ross,"Well, I’d love to! Here, you wait right here and I’ll go get the projector and my notes!"
1776,jill,"Oh great! Thanks Ross, you’re such a good friend!"
1776,ross,Ohh!
1776,rachel,Hey! Have you guys seen Jill? I can’t find her anywhere.
1776,monica,"No, I haven’t."
1776,rachel,"Well, is Ross home? Maybe I’ll just call him to see if he’s actually seen her."
1777,ursula,Who is it?
1777,phoebe,It’s Phoebe! Phoebe!
1777,ursula,Hey!
1777,phoebe,Oh God. So-so you’re making porn movies.
1777,ursula,No I’m not.
1777,man’s voice,We’re still rolling!
1777,phoebe,You’re making one right now!
1777,another man’s voice,Let’s go Phoebe!
1777,phoebe,And-and you’re using my name!
1777,ursula,"Yeah, can I help you with something?"
1777,same man’s voice,"Phoebe, come on!"
1777,phoebe,"Look, I’m talking right now! You’re—you mean her."
1777,ursula,"Y’know, twin stuff is always a real big seller."
1777,phoebe,What?!
1777,ursula,"Yeah, I can talk them into giving you like, 30 dollars."
1777,phoebe,No!! No way! No! And stop using my name! And shame on you!
1778,ross,Slides are almost ready.
1778,jill,"Yeah. Ooh, I know what this is missing! Alcohol!"
1778,ross,"Uh okay, well there’s-there’s wine in the kitchen."
1778,jill,Oh great!
1778,ross,Hello?
1778,rachel,What is my sister doing there?! And why are the drapes shut?!
1778,ross,"O-okay, Rach calm-calm down, okay? She-she’s really upset we’re just talking."
1778,rachel,Ross! I think she is trying to make something happen with you to get back at me!
1778,ross,So that’s the only reason she could be here huh? It couldn’t have anything to do with the fact that-that maybe I’m a good listener and I uh I put on a great slide show!
1778,rachel,"Ross, I am telling you that she is using you to get back at me!"
1778,ross,"Y’know what? I think I can take care of myself, I’ll talk to you later. Good-bye. Whoa! Uh, that was your sister actually. She-she thinks that you’re just using me."
1778,jill,So?
1779,phoebe,Hey!
1779,joey,Hey!
1779,phoebe,"So, I just came from the company Ursula works for."
1779,joey,"Oh no, not you too!"
1779,phoebe,No! No! I just went to pick up Phoebe Buffay’s checks; there were a lot of them.
1779,joey,Nice!
1779,phoebe,"Um-mmm, and I won’t have to go there anymore because I gave them my correct address."
1779,joey,"That’s great, but isn’t it gonna bother that people still think you’re a porn star?"
1779,phoebe,Oh no! No! I know how to handle it.
1779,joey,You do?
1779,phoebe,Yeah. See?
1779,joey,Yeah.
1780,chandler,Hey.
1780,ross,"You uh, you may have been right about Jill."
1780,rachel,Oh! I knew it! What happened?
1780,ross,"Umm, she kissed me."
1780,rachel,What?! You kissed!
1780,chandler,Maybe we should give them some privacy.
1780,monica,Shhhh!!!
1780,ross,"Look, I uh, I tried not to kiss her, okay?"
1780,rachel,"Well, it doesn’t sound like it! I mean, it’s pretty easy not to kiss someone, you just don’t kiss them! See look at us, right now, not kissing!"
1780,ross,"Let me finish, okay? She started kissing me and-and I didn’t stop it. I guess I-I just wasn’t thinking…"
1780,rachel,Yeah that’s right you weren’t thinking! Y’know what? Let me give you something to think about!
1780,ross,Oh wait—hold it! But then I started thinking and I stopped the kissing.
1780,rachel,"Oh, well thank you for taking your tongue out of my sister’s mouth long enough to tell me that."
1780,ross,Look I-I realize if anything were to happen with me and Jill then nothing could ever happen with us!
1780,rachel,What?!
1780,ross,"No, I mean, look I don’t know if anything is going to happen with us, again. Ever. But I don’t want to know that it-it never could. So I stopped it and she got mad and broke my projector."
1780,rachel,"Wow. I, I don’t even know what to say. Thank you."
1780,ross,You’re welcome.
1780,monica,Oh my God! Are-are you crying?
1780,chandler,I just don’t see why those two can’t work things out!
1781,jill,"All right, I’m leaving! Because I’m not going to spend one more day with someone whose out to sabotage my every move. That’s you Rachel!"
1781,rachel,"Yeah, I got that."
1781,jill,"And you! I throw myself at you and you say no, how gay are you?"
1781,ross,You take care Jill.
1781,rachel,Bye-bye-e!
1781,monica,Bye.
1781,chandler,"I can’t help it, I opened a gate."
1782,rachel,"Hey, you guys! Guess what? Barry and Mindy are getting a divorce!"
1782,monica,Oh my God!
1782,phoebe,Wow!
1782,joey,What is the matter with you?!
1782,phoebe,No! Barry and Mindy.
1782,joey,"Oh sorry, I hear divorce I immediately go to Ross. Who-who’s Barry and Mindy?"
1782,rachel,Barry was the guy that I was almost married and Mindy was my best friend.
1782,joey,"Ohh-oh, wasn’t he cheating on you with her?"
1782,rachel,"Yeah, but that just means that he was falling asleep on top of her instead of me."
1782,monica,Why did they get divorced?
1782,rachel,"Well, apparently she caught him cheating on her with someone else. Isn’t that sad? God, could you imagine if I actually married him?! I mean how different would my life be?"
1782,ross,"I know what you mean, I’ve always wondered how different my life would be if-if I’d never gotten divorced."
1782,phoebe,Which time?
1782,ross,"The first time! No seriously, imagine if Carol hadn’t realized she was a lesbian."
1782,joey,I can’t. I keep seeing it the good way.
1782,ross,"I’d bet I’d still be doing my kara-tay. Towards the end of our marriage I was doing a lot of kara-tay as a way of releasing the tension from y’know, not doing anything else physical."
1782,chandler,Maybe the problem was you were pronouncing it kara-tay.
1782,monica,"And what if I was still fat? Well, you wouldn’t be dating me, that’s for sure."
1782,chandler,Sure I would!
1782,all,Oh yeah! Come on! Yeah right!
1782,chandler,"What, you guys really think that I’m that shallow?"
1782,ross,"No, I just think Monica was that fat."
1782,joey,"Hey, imagine if I never got fired off Days Of Our Lives! Oh-hey, there’s Carol again!"
1782,chandler,"What if I had had the guts to quit my job? I’d probably be writing for the New Yorker, getting paid to be funny. But my job’s fun too! I mean tomorrow, I-I don’t have to wear a tie."
1782,phoebe,What if I had taken that job at Merrill Lynch?
1782,ross,What?!
1782,rachel,Merrill Lynch?
1782,phoebe,"Yeah, I had a massage client who worked there and-and he said I had a knack for stocks."
1782,rachel,Well why didn’t you take the job?
1782,phoebe,"Because at that time you see, I thought everything that rhymed was true. So I thought y’know that if I’d work with stocks, I’d have to live in a box, and only eat lox, and have a pet fox."
1782,ross,"Hey, do you guys think that if all those things happened, we’d still hang out?"
1783,ross,Oh my God! Rachel Green?
1783,rachel,Rob Tillman!
1783,ross,"No-no. It’s-it’s me, Ross!"
1783,rachel,"Oh, I’m sorry. Ross Tillman."
1783,ross,"No, no-no, Ross Geller."
1783,rachel,"Ohh, of course Monica’s brother!"
1783,ross,Yeah. Right.
1783,rachel,Wow! How are you?!
1783,ross,"Good-good, I’m-I’m married."
1783,rachel,Ohh! Me too!
1783,ross,Is-isn’t it the best?
1783,rachel,"Oh, it’s the best! So, umm how’s Monica?"
1783,ross,"Oh really, really great! Yeah! A-actually she’s right down the street, umm, do-do you know what? You should stop bye and say hi."
1783,rachel,"Ohh, I would love too."
1783,ross,"Yeah? Oh-oh, she’d be so excited!"
1783,rachel,Ohh! Okay!
1783,ross,Come on!
1783,rachel,"Oh wait, don’t you have to pay for your, Busty Ladies?"
1783,ross,"No, it’s okay. Some-some kid asked me to pick it up for him, but I don’t…"
1783,rachel,Oh yeah? Okay.
1783,ross,Okay.
1783,rachel,But! Don’t you have to give him his money back?
1783,ross,"Uh-huh. Okay, let’s go see Monica!"
1784,joey,"So Monica, still going out with Dr. Boring huh?"
1784,monica,He’s not boring! He’s just-he’s just low key.
1784,monica,Thanks.
1784,monica's boyfriend,"Yeah. Y’know, the hazelnut actually not a nut, it’s a seed."
1784,joey,Wow!!
1784,monica's boyfriend,Can anyone else name a well known seed that’s been masquerading as a nut?
1784,joey,"Oh dear God, let me think."
1784,chandler,Hey.
1784,joey,Hey.
1784,monica,Oh no! What’s the matter?
1784,chandler,"Oh I just got another rejection letter. They said my writing was funny, just not ""Archie Comic funny."""
1784,monica's boyfriend,Y’know what honey? I got to get back to the hospital.
1784,monica,Okay.
1784,monica's boyfriend,Okay.
1784,monica,Bye.
1784,monica's boyfriend,Bye-bye.
1784,chandler,Was his question what’s more boring than him?
1784,joey,"Hey man, look sorry about that Archie thing. Do uh, do you need me to give you some money?"
1784,chandler,"Hey, I may have no money, but I still have my pride."
1784,joey,Really?
1784,chandler,Ehh.
1784,monica,"Maybe Joey doesn’t have to give you the money, TV stars have assistants right?"
1784,joey,"That’s an idea! Hey, if I hired an assistant, would-would you take money from her?"
1784,monica,"No Joey! Chandler could be your assistant! See, he could answer all of your fan mail and stuff!"
1784,joey,That’s great! That would be great! Let’s do that!
1784,chandler,I could use the money; it could give me time to write.
1784,joey,Oh right great! Welcome aboard!
1784,chandler,Okay!
1784,joey,"All right! Now hey, I need to use the bathroom. Since I don’t need any assistance in there, take a break!"
1784,chandler,All right!
1784,phoebe,Hey!
1784,monica,Hey Phoebe! Guess what?
1784,phoebe,What?
1784,monica,Joey just hired Chandler to be his assistant!
1784,phoebe,"Ohh that’s so sweet! Go!! No! No-no! I said sell when it hits 50! 5-0, it’s a number! It comes after 4-9!! No, it’s okay. It’s okay, you’re allowed one mistake. Just kidding, you are of course fired."
1784,ross,Hey Mon!
1784,monica,Hey!
1784,ross,"Mon, look who I ran into!"
1784,monica,You look terrific!
1784,rachel,"Ohh, so do you! Did you lose weight?"
1784,monica,"You are so sweet to notice! Yes, I lost three and a half pounds!"
1784,ross,"And, and uh, you-you remember my friend Chandler."
1784,chandler,Hey.
1784,rachel,Oh yeah.
1784,ross,And that’s Phoebe over there!
1784,phoebe,Hi!
1784,monica,"Oh my God, sit down! Sit down! How long as it been since we’ve seen each other?"
1784,ross,"1987, the day after Christmas, at Sean McMahon’s party. I played you one of my songs, y’know Interplanetary Courtship Ritual."
1784,rachel,"Oh yeah. Right. So now, are—do you, do you still do music?"
1784,ross,"Sometimes, you should come over sometime! I’ll play you one of my other…"
1784,rachel,"Oh my God! Joey Tribbiani from Days of Our Lives, just walked in here!"
1784,monica,"Rach, he’s a friend of ours."
1784,rachel,You are friends with Dr. Drake Remoray?
1784,chandler,Well it’s kinda hard to be friends with Drake because of his busy schedule and the fact that he’s not real.
1784,ross,"Hey-hey, or I could bring my keyboard over here sometime!"
1784,rachel,He’s coming over! He’s coming over!
1784,monica,Joey!
1784,monica,"Ohhh! No! This is my friend Rachel, we went to High School together."
1784,rachel,Hi!
1784,joey,Hi!
1784,rachel,"Hi! I love you on that show! I watch you everyday! I mean, when you took out your own kidney to save your ex-wife even though she tired to kill you…"
1784,joey,"Well, it’s always nice to meet the fans."
1784,rachel,Ah!
1784,joey,She’s not crazy is she?
1784,monica,No.
1784,joey,"So uh, how you doin’?"
1785,phoebe,"Hang on! Hang on! Hang on! What kind of name is Brendy? I… Whatever… Stop talking! All right, from now on your name is Joan. You can pick your own last name."
1785,joey,Hey there you are!
1785,chandler,"Uh-oh, it’s my boss!"
1785,joey,"All right, here’s a list of things for you to do today. Man, this going to be so great! Thank you so much! All right, I got to go to work I’m delivering twins today, but only one of them is mine!"
1785,chandler,Drop off my dry cleaning. Pick up my vitamins. Teach me how to spell vitamins. Wear in my new jeans.
1785,monica,You realize what you are don’t you?
1785,chandler,What?
1785,monica,You’re his bitch.
1785,phoebe,No-no!! No!!
1785,monica,Oh wait! You didn’t just sit on my Kit-Kats did you?!!
1785,phoebe,"No! There-there was a little, a little diff in the market and I lost 13 million dollars."
1785,chandler,But the Kit-Kats are all right?!
